setup,ticker,entry,exit,days,R,mfe_R,mae_R,capture%,entry_px,stop,stop_dist%,stop_ATR,vs_ma20%,vs_ma50%,vs_ma200%,ma20_50_gap%,vs_20dhigh%,pos_52w%,rsi14,atr%,trims,dir,machine_guess,trade_id,machine_guess_v2,guess_v2_conf
,CWEB,2026-04-16,2026-04-21,3,-0.73,0.1,0.98,,30.54,28.0,8.32,2.22,13.4,-1.4,,-13.0,1.1,14.0,56.0,3.9,1,long,Long in mixed structure,CWEB_2026-04-16_000,Breakout,high
,ARM,2026-04-15,2026-04-17,2,0.09,0.38,0.44,24.0,162.78,148.0,9.08,1.6,11.1,23.6,,11.2,-2.3,71.0,64.0,5.8,1,long,Long in mixed structure,ARM_2026-04-15_000,Breakout（临界，base 顶下 2-4%）,low
,CAR,2026-04-15,2026-04-16,1,-1.0,1.52,3.4,-66.0,371.23,395.0,-6.4,-0.55,81.8,156.6,,41.2,-10.6,94.0,89.0,10.9,1,short,Short in mixed structure,CAR_2026-04-15_000,Short — 三类之外,low
,CIEN,2026-04-15,2026-04-28,9,-0.67,1.66,1.22,-40.0,485.52,460.0,5.26,0.72,12.3,33.3,,18.7,-5.4,91.0,62.0,7.5,1,long,Long in mixed structure,CIEN_2026-04-15_000,Other — 对不上三类,low
,CAR,2026-04-14,2026-04-15,1,-0.2,3.64,2.77,-5.0,377.3,391.0,-3.63,-0.36,99.1,171.3,,36.3,-9.1,99.0,95.0,9.3,1,short,Short in mixed structure,CAR_2026-04-14_000,Short — 三类之外,low
,CCJ,2026-04-14,2026-04-28,10,-0.57,1.71,0.88,-33.0,120.34,114.0,5.27,1.26,9.6,5.4,,-3.8,0.5,71.0,56.0,4.3,1,long,Long in mixed structure,CCJ_2026-04-14_000,Breakout,high
,DOCN,2026-04-14,2026-07-09,62,17.44,28.32,2.85,62.0,82.7,79.0,4.47,0.49,-1.2,17.4,,18.8,-12.6,67.0,45.0,10.3,3,long,Long in mixed structure,DOCN_2026-04-14_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,ARM,2026-04-12,2026-04-23,9,3.15,4.09,0.46,77.0,153.92,140.0,9.04,1.27,9.3,19.7,,9.5,-7.7,59.0,59.0,7.3,2,long,Long in mixed structure,ARM_2026-04-12_000,Other — 对不上三类,low
,IREN,2026-04-12,2026-04-16,4,4.06,6.0,2.21,68.0,41.4,40.0,3.38,0.46,7.4,-0.3,,-7.2,-8.7,37.0,51.0,7.7,3,long,Long in mixed structure,IREN_2026-04-12_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,MU,2026-04-12,2026-04-28,12,10.36,23.34,1.73,44.0,416.9,412.0,1.18,0.18,4.9,3.5,,-1.3,-11.5,86.0,57.0,6.5,3,long,Long in mixed structure,MU_2026-04-12_000,Other — 对不上三类,low
,PL,2026-04-12,2026-05-27,33,5.28,6.65,1.05,79.0,34.5,32.0,7.25,0.67,10.5,28.1,,16.0,-9.7,89.0,59.0,10.8,2,long,Long in mixed structure,PL_2026-04-12_000,Other — 对不上三类,low
,BE,2026-04-08,2026-04-28,14,7.33,9.31,0.26,79.0,147.2,137.0,6.93,0.69,1.4,-2.4,,-3.7,-12.9,75.0,51.0,10.1,3,long,Long in mixed structure,BE_2026-04-08_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,KLIC,2026-04-08,2026-04-28,14,1.88,2.63,0.58,71.0,73.9,68.0,7.98,1.61,12.5,11.8,,-0.6,1.1,89.0,62.0,5.1,2,long,Long in mixed structure,KLIC_2026-04-08_000,Breakout,high
,YSS,2026-04-08,2026-04-28,14,2.52,19.23,2.29,13.0,28.77,27.95,2.85,0.3,29.4,,,,-5.3,51.0,64.0,9.7,1,long,Long in mixed structure,YSS_2026-04-08_000,Other — 对不上三类,low
,CENX,2026-04-07,2026-04-14,5,-0.41,0.91,1.38,-45.0,65.7,62.4,5.02,0.74,19.1,25.1,,5.1,-2.9,97.0,70.0,6.8,1,long,Long in mixed structure,CENX_2026-04-07_000,Breakout（临界，base 顶下 2-4%）,low
,DE,2026-04-07,2026-04-13,4,-0.28,0.99,2.59,-28.0,603.9,590.0,2.3,0.9,5.6,3.9,,-1.7,0.7,60.0,50.0,2.7,1,long,Long in mixed structure,DE_2026-04-07_000,Breakout,high
,LLY,2026-04-07,2026-04-13,4,-0.8,0.05,1.63,,959.0,920.0,4.07,1.54,3.0,-2.9,,-5.7,-4.9,54.0,46.0,2.7,1,long,Long in mixed structure,LLY_2026-04-07_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,METU,2026-04-07,2026-04-21,10,2.37,5.83,2.89,41.0,25.1,23.9,4.78,0.79,2.5,-11.7,,-13.9,-17.2,13.0,40.0,6.8,3,long,Long in mixed structure,METU_2026-04-07_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,CAR,2026-04-06,2026-04-07,1,1.14,25.22,15.99,5.0,228.2,230.0,-0.79,-0.12,83.6,98.1,,7.9,6.2,98.0,85.0,6.9,2,short,Short in mixed structure,CAR_2026-04-06_000,Short — 三类之外,low
,ARKK,2026-04-05,2026-04-09,4,0.25,2.78,5.45,9.0,69.0,69.8,-1.16,-0.31,-1.4,-4.4,,-3.0,-7.4,19.0,46.0,3.8,1,short,Short in mixed structure,ARKK_2026-04-05_000,Short — 三类之外,low
,BE,2026-04-05,2026-04-06,1,0.11,1.33,1.16,8.0,136.7,134.0,1.98,0.19,-6.6,-9.5,,-3.1,-19.2,67.0,45.0,10.6,1,long,Long in mixed structure,BE_2026-04-05_000,Other — 对不上三类,low
,BE,2026-04-05,2026-04-06,1,-0.23,0.36,1.37,-64.0,138.9,135.0,2.81,0.27,-5.1,-8.0,,-3.1,-17.9,67.0,45.0,10.6,1,long,Long in mixed structure,BE_2026-04-05_001,Other — 对不上三类,low
,NBIS,2026-04-05,2026-04-28,17,5.94,11.1,0.91,54.0,112.1,107.0,4.55,0.51,3.1,12.1,,8.8,-15.3,59.0,52.0,9.3,2,long,Long in mixed structure,NBIS_2026-04-05_000,Other — 对不上三类,low
,AXTI,2026-03-31,2026-04-06,4,4.32,7.81,2.46,55.0,55.48,57.5,-3.64,-0.23,8.9,55.7,,43.0,-22.4,79.0,58.0,15.5,3,short,Short in mixed structure,AXTI_2026-03-31_000,Short — 三类之外,low
,MRNA,2026-03-31,2026-04-06,4,-1.12,0.52,1.42,-214.0,51.48,49.0,4.82,0.88,-2.7,5.1,,8.1,-13.6,77.0,50.0,5.6,1,long,Long in mixed structure,MRNA_2026-03-31_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,MRVL,2026-03-31,2026-04-13,9,5.72,8.76,2.72,65.0,102.5,99.0,3.41,0.67,13.8,22.2,,7.4,1.9,91.0,62.0,5.3,3,long,Long in mixed structure,MRVL_2026-03-31_000,Breakout,high
,PL,2026-03-31,2026-04-01,1,-0.6,2.25,3.87,-27.0,29.38,28.58,2.72,0.22,5.0,13.6,,8.2,-20.7,70.0,50.0,13.2,1,long,Long in mixed structure,PL_2026-03-31_000,Other — 对不上三类,low
,PL,2026-03-31,2026-06-05,48,6.92,27.27,3.8,25.0,29.4,28.58,2.79,0.22,5.1,13.7,,8.2,-20.6,70.0,50.0,13.2,3,long,Long in mixed structure,PL_2026-03-31_001,Other — 对不上三类,low
,APA,2026-03-30,2026-04-01,2,2.18,3.34,1.4,65.0,43.5,44.6,-2.53,-0.66,20.9,42.2,,17.7,-3.4,93.0,85.0,3.9,1,short,Short in mixed structure,APA_2026-03-30_000,Short — 三类之外,low
,APA,2026-03-30,2026-04-02,3,-0.19,2.49,1.32,-8.0,43.23,44.6,-3.17,-0.82,20.1,41.4,,17.7,-4.0,93.0,85.0,3.9,1,short,Short in mixed structure,APA_2026-03-30_001,Short — 三类之外,low
,APA,2026-03-30,2026-04-02,3,0.0,3.27,3.1,0.0,42.5,43.32,-1.93,-0.49,18.1,39.0,,17.7,-5.6,93.0,85.0,3.9,1,short,Short in mixed structure,APA_2026-03-30_002,Short — 三类之外,low
,ARM,2026-03-30,2026-04-02,3,0.58,1.01,0.57,57.0,144.1,130.0,9.78,1.58,12.0,17.4,,4.9,-13.6,44.0,55.0,6.5,2,long,Long in mixed structure,ARM_2026-03-30_000,Other — 对不上三类,low
,TQQQ,2026-03-30,2026-03-31,1,1.11,2.0,2.67,55.0,39.9,38.9,2.51,0.43,-12.7,-18.7,,-6.9,-21.1,2.0,29.0,6.2,2,long,Long in mixed structure,TQQQ_2026-03-30_000,Other — 对不上三类,low
,USO,2026-03-30,2026-04-02,3,-1.0,5.84,10.09,-17.0,128.9,130.0,-0.85,-0.15,14.7,40.9,,22.8,-0.9,100.0,72.0,5.6,1,short,Short in mixed structure,USO_2026-03-30_000,Short — 三类之外,low
,AXTI,2026-03-29,2026-03-30,1,27.38,29.43,3.19,93.0,69.32,70.0,-0.98,-0.09,39.0,101.5,,45.0,-2.2,85.0,63.0,12.8,1,short,Short in mixed structure,AXTI_2026-03-29_000,Short — 三类之外,low
,AXTI,2026-03-29,2026-03-30,1,3.92,9.36,2.31,42.0,67.1,69.0,-2.83,-0.25,34.5,95.0,,45.0,-5.3,85.0,63.0,12.8,1,short,Short in mixed structure,AXTI_2026-03-29_001,Short — 三类之外,low
,AXTI,2026-03-26,2026-03-30,2,11.3,12.88,6.74,88.0,63.87,65.0,-1.77,-0.14,31.1,89.9,,44.9,-9.9,82.0,61.0,13.4,1,short,Short in mixed structure,AXTI_2026-03-26_000,Short — 三类之外,low
,ARKK,2026-03-25,2026-04-09,11,1.7,6.76,6.59,25.0,68.22,69.0,-1.14,-0.34,-5.4,-7.7,,-2.4,-9.9,15.0,44.0,3.3,3,short,Short in mixed structure,ARKK_2026-03-25_000,Short — 三类之外,low
,ARM,2026-03-25,2026-03-26,1,0.0,2.51,2.22,0.0,156.9,153.0,2.49,0.48,24.5,30.4,,4.7,-5.9,69.0,77.0,5.2,1,long,Extended long — RSI overbought,ARM_2026-03-25_000,Other — 对不上三类,low
,AXTI,2026-03-25,2026-03-31,4,5.12,8.05,3.63,64.0,64.6,66.5,-2.94,-0.25,35.5,96.4,,44.9,-8.9,95.0,72.0,11.4,2,short,Short in mixed structure,AXTI_2026-03-25_000,Short — 三类之外,low
,FCEL,2026-03-25,2026-03-27,2,-0.6,0.84,2.8,-71.0,7.1,6.85,3.52,0.54,-3.9,-8.8,,-5.1,-21.9,40.0,47.0,6.6,1,long,Long in mixed structure,FCEL_2026-03-25_000,Other — 对不上三类,low
,LXU,2026-03-25,2026-03-27,2,0.13,2.37,4.13,6.0,16.32,15.94,2.33,0.37,18.1,43.5,,21.5,3.2,100.0,73.0,6.4,1,long,Extended long — RSI overbought,LXU_2026-03-25_000,Breakout,high
,PLTR,2026-03-24,2026-03-26,2,2.08,2.19,1.6,95.0,156.0,160.0,-2.56,-0.62,3.7,3.5,,-0.2,-3.9,35.0,54.0,4.2,1,short,Short in mixed structure,PLTR_2026-03-24_000,Short — 三类之外,low
,PLTR,2026-03-24,2026-04-01,6,2.79,7.21,3.67,39.0,153.6,156.0,-1.56,-0.37,2.1,1.9,,-0.2,-5.4,35.0,54.0,4.2,1,short,Short in mixed structure,PLTR_2026-03-24_001,Short — 三类之外,low
,PL,2026-03-24,2026-03-27,3,1.61,8.25,1.46,20.0,31.52,30.85,2.13,0.22,18.7,23.8,,4.3,-13.1,85.0,64.0,9.6,3,long,Long in mixed structure,PL_2026-03-24_000,Other — 对不上三类,low
,PL,2026-03-24,2026-03-27,3,-0.59,0.78,1.14,-75.0,34.4,31.0,9.88,1.11,29.5,35.1,,4.3,-5.2,85.0,64.0,9.6,3,long,Long in mixed structure,PL_2026-03-24_001,Other — 对不上三类,low
,SOXL,2026-03-24,2026-03-25,1,-1.0,0.71,4.88,-141.0,57.4,56.2,2.09,0.22,2.8,-4.1,,-6.7,-20.7,64.0,48.0,9.8,1,long,Long in mixed structure,SOXL_2026-03-24_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,AXTI,2026-03-23,2026-03-26,3,5.75,10.34,2.0,56.0,68.02,69.45,-2.1,-0.19,52.2,118.9,,43.7,4.3,99.0,72.0,11.7,1,short,Short in mixed structure,AXTI_2026-03-23_000,Short — 三类之外,low
,AXTI,2026-03-23,2026-03-30,5,14.32,15.42,2.18,93.0,68.74,70.0,-1.83,-0.17,53.9,121.2,,43.7,5.4,99.0,72.0,11.7,1,short,Short in mixed structure,AXTI_2026-03-23_001,Short — 三类之外,low
,CIEN,2026-03-23,2026-03-26,3,5.36,14.32,6.93,37.0,406.8,404.0,0.69,0.09,16.2,35.3,,16.5,-3.1,96.0,68.0,7.6,3,long,Long in mixed structure,CIEN_2026-03-23_000,Breakout（临界，base 顶下 2-4%）,low
,PLTR,2026-03-23,2026-03-24,1,-1.0,0.74,3.56,-134.0,153.5,156.0,-1.63,-0.4,2.9,1.5,,-1.4,-4.9,43.0,61.0,3.9,1,short,Short in mixed structure,PLTR_2026-03-23_000,Short — 三类之外,low
,RCAT,2026-03-23,2026-03-25,2,-0.69,0.4,2.1,-174.0,16.3,14.77,9.39,0.7,11.1,17.0,,5.3,-13.2,72.0,53.0,14.5,1,long,Long in mixed structure,RCAT_2026-03-23_000,Other — 对不上三类,low
,PL,2026-03-22,2026-03-24,2,0.67,3.84,1.19,17.0,32.29,31.3,3.07,0.37,25.6,28.9,,2.6,-11.0,92.0,71.0,8.0,2,long,Extended long — RSI overbought,PL_2026-03-22_000,Other — 对不上三类,low
,AGRO,2026-03-19,2026-04-09,15,0.08,0.77,0.75,10.0,14.34,12.5,12.83,2.35,40.9,55.6,,10.5,-2.0,98.0,91.0,5.4,1,long,Extended long — RSI overbought,AGRO_2026-03-19_000,Breakout,high
,ARKK,2026-03-19,2026-03-31,8,2.51,3.57,0.5,70.0,70.8,73.0,-3.11,-0.87,-2.4,-5.4,,-3.1,-6.4,19.0,45.0,3.5,3,short,Short in mixed structure,ARKK_2026-03-19_000,Short — 三类之外,low
,ARKK,2026-03-19,2026-03-31,8,1.22,2.47,0.62,49.0,70.1,73.0,-4.14,-1.15,-3.4,-6.3,,-3.1,-7.4,19.0,45.0,3.5,1,short,Short in mixed structure,ARKK_2026-03-19_001,Short — 三类之外,low
,PLTR,2026-03-19,2026-03-23,2,-2.07,1.47,2.81,-141.0,153.2,156.0,-1.83,-0.44,4.3,0.7,,-3.5,-5.1,36.0,57.0,4.1,1,short,Short in mixed structure,PLTR_2026-03-19_000,Short — 三类之外,low
,PL,2026-03-19,2026-03-24,3,0.49,2.31,2.94,21.0,30.85,28.5,7.62,1.04,22.4,24.2,,1.5,11.9,84.0,57.0,8.4,1,long,Long in mixed structure,PL_2026-03-19_000,Breakout,high
,PL,2026-03-19,2026-03-24,3,0.32,2.57,3.93,12.0,31.4,29.5,6.05,0.84,24.6,26.5,,1.5,13.9,84.0,57.0,8.4,1,long,Long in mixed structure,PL_2026-03-19_001,Breakout,high
,PL,2026-03-19,2026-03-20,1,-0.34,0.26,2.68,-131.0,35.2,31.0,11.93,1.85,39.6,41.8,,1.5,27.7,84.0,57.0,8.4,1,long,Long in mixed structure,PL_2026-03-19_002,Breakout,high
,VG,2026-03-19,2026-03-31,8,-0.25,2.45,0.99,-10.0,14.9,13.8,7.38,0.76,29.1,49.0,,15.4,-11.2,77.0,68.0,10.1,1,long,Long in mixed structure,VG_2026-03-19_000,Other — 对不上三类,low
,BE,2026-03-18,2026-03-24,4,-2.62,4.43,4.25,-59.0,152.7,149.0,2.42,0.26,-3.3,2.2,,5.6,-15.6,82.0,52.0,9.2,1,long,Long in mixed structure,BE_2026-03-18_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,RIVN,2026-03-18,2026-03-19,1,0.75,0.65,1.38,115.0,16.6,15.8,4.82,0.94,7.6,4.0,,-3.3,-5.4,36.0,49.0,5.5,1,long,Long in mixed structure,RIVN_2026-03-18_000,Other — 对不上三类,low
,VG,2026-03-18,2026-03-19,1,1.2,2.37,5.3,51.0,15.6,15.1,3.21,0.4,37.8,58.3,,14.9,3.5,96.0,74.0,8.5,2,long,Extended long — RSI overbought,VG_2026-03-18_000,Breakout,high
,AMDL,2026-03-17,2026-03-19,2,0.1,2.02,1.52,5.0,11.84,11.4,3.72,0.44,-3.3,-20.8,,-18.0,-17.7,16.0,42.0,8.7,2,long,Long in mixed structure,AMDL_2026-03-17_000,Other — 对不上三类,low
,BE,2026-03-17,2026-03-23,4,-1.79,0.88,2.83,-203.0,162.5,155.0,4.62,0.5,2.9,9.5,,6.4,-10.2,85.0,53.0,9.4,1,long,Long in mixed structure,BE_2026-03-17_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,BE,2026-03-17,2026-03-23,4,-1.22,1.08,1.95,-113.0,159.2,150.0,5.78,0.61,0.8,7.3,,6.4,-12.0,85.0,53.0,9.4,1,long,Long in mixed structure,BE_2026-03-17_001,Pullback — U&R 或 30m Pivot（手标定）,mid
,GLW,2026-03-17,2026-03-19,2,-0.86,0.17,1.15,,133.6,125.0,6.44,0.91,-3.9,13.1,,17.7,-17.3,67.0,49.0,7.3,1,long,Long in mixed structure,GLW_2026-03-17_000,Other — 对不上三类,low
,SOLS,2026-03-17,2026-03-19,2,-0.48,0.36,1.6,-132.0,75.25,72.0,4.32,0.81,-1.4,10.8,,12.4,-9.0,79.0,55.0,5.4,1,long,Long in mixed structure,SOLS_2026-03-17_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,RKLB,2026-03-16,2026-03-19,3,-1.25,0.58,1.62,-216.0,75.86,71.0,6.41,0.97,7.0,-1.7,,-8.1,-3.0,54.0,49.0,7.1,2,long,Long in mixed structure,RKLB_2026-03-16_000,Breakout（临界，base 顶下 2-4%）,low
,VRT,2026-03-16,2026-03-19,3,-0.81,1.11,1.25,-73.0,265.9,258.0,2.97,0.52,4.6,24.4,,18.9,-3.9,92.0,63.0,5.7,1,long,Long in mixed structure,VRT_2026-03-16_000,Breakout（临界，base 顶下 2-4%）,low
,DOCN,2026-03-15,2026-03-30,11,6.34,14.11,1.03,45.0,70.35,69.04,1.86,0.26,14.8,21.1,,5.5,-0.1,96.0,62.0,7.4,2,long,Long in mixed structure,DOCN_2026-03-15_000,Breakout,high
,NVTS,2026-03-15,2026-03-16,1,-0.46,0.38,1.92,-122.0,11.4,10.79,5.35,0.6,28.0,24.0,,-3.1,4.8,38.0,57.0,10.1,1,long,Long in mixed structure,NVTS_2026-03-15_000,Breakout,high
,RCAT,2026-03-13,2026-03-14,0,-0.45,0.36,1.62,-123.0,16.85,16.0,5.04,0.41,23.3,26.7,,2.8,-10.3,78.0,61.0,13.0,1,long,Long in mixed structure,RCAT_2026-03-13_000,Other — 对不上三类,low
,ARKK,2026-03-12,2026-03-17,3,-0.67,0.92,1.47,-72.0,71.3,72.8,-2.1,-0.57,-1.4,-5.7,,-4.4,-5.8,17.0,43.0,3.7,3,short,Short in mixed structure,ARKK_2026-03-12_000,Short — 三类之外,low
,AXTI,2026-03-12,2026-03-17,3,-0.67,1.08,1.38,-62.0,48.7,45.0,7.6,0.56,38.3,84.1,,33.1,-4.5,91.0,65.0,14.1,3,long,Long in mixed structure,AXTI_2026-03-12_000,Other — 对不上三类,low
,DELL,2026-03-10,2026-03-13,3,0.0,1.11,2.83,0.0,147.9,144.0,2.64,0.49,13.6,19.7,,5.4,-3.3,59.0,62.0,5.6,1,long,Long in mixed structure,DELL_2026-03-10_000,Breakout（临界，base 顶下 2-4%）,low
,PLTR,2026-03-09,2026-03-17,6,-0.67,0.48,1.25,-140.0,151.3,157.0,-3.77,-0.83,8.2,-3.4,,-10.8,-6.3,37.0,60.0,4.4,3,short,Short in mixed structure,PLTR_2026-03-09_000,Short — 三类之外,low
,VRT,2026-03-05,2026-03-13,6,0.16,0.28,0.12,56.0,250.1,344.0,-37.54,-6.99,5.4,24.9,,18.5,-5.5,90.0,63.0,5.4,1,long,Long in mixed structure,VRT_2026-03-05_000,Other — 对不上三类,low
,AMD,2026-03-04,2026-03-05,1,-0.67,2.57,4.76,-26.0,198.9,197.0,0.96,0.2,-2.5,-8.9,,-6.5,-9.4,45.0,45.0,4.7,3,long,Long in mixed structure,AMD_2026-03-04_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,BE,2026-03-04,2026-03-07,2,-0.67,0.18,1.48,,162.5,144.0,11.38,1.17,5.4,18.6,,12.5,-10.2,88.0,55.0,9.6,3,long,Long in mixed structure,BE_2026-03-04_000,Other — 对不上三类,low
,PLTR,2026-03-04,2026-03-06,2,-0.67,1.1,2.95,-60.0,151.7,155.0,-2.18,-0.48,10.9,-4.6,,-14.0,-2.7,33.0,58.0,4.5,3,short,Short in mixed structure,PLTR_2026-03-04_000,Short — 三类之外,low
,SOLS,2026-03-04,2026-03-05,1,-0.67,0.63,1.41,-105.0,76.9,74.0,3.77,0.64,3.0,21.2,,17.6,-8.8,79.0,57.0,6.0,3,long,Long in mixed structure,SOLS_2026-03-04_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,BE,2026-03-01,2026-03-03,2,-0.62,0.79,0.95,-79.0,157.8,147.0,6.84,0.68,2.6,19.3,,16.3,-12.8,82.0,53.0,10.2,1,long,Long in mixed structure,BE_2026-03-01_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,FSLY,2026-03-01,2026-03-03,2,-0.16,0.53,0.55,-31.0,19.94,17.5,12.24,1.14,44.5,74.5,,20.8,-1.6,92.0,75.0,11.2,1,long,Extended long — RSI overbought,FSLY_2026-03-01_000,Breakout,high
,SOLS,2026-03-01,2026-03-03,2,-0.67,0.16,2.51,,78.52,76.0,3.21,0.53,7.8,27.1,,17.9,-6.8,87.0,67.0,6.0,3,long,Long in mixed structure,SOLS_2026-03-01_000,Other — 对不上三类,low
,NAIL,2026-02-26,2026-03-02,2,-0.67,0.15,1.86,,65.74,62.0,5.69,0.7,-4.2,5.2,,9.7,-18.7,37.0,46.0,8.3,3,long,Long in mixed structure,NAIL_2026-02-26_000,Other — 对不上三类,low
,IAG,2026-02-25,2026-03-03,4,-0.67,1.61,1.27,-41.0,23.1,22.0,4.76,0.8,10.6,22.2,,10.5,-1.1,98.0,62.0,6.0,3,long,Long in mixed structure,IAG_2026-02-25_000,Breakout,high
,PL,2026-02-25,2026-02-27,2,-0.67,0.27,1.47,-251.0,25.35,23.6,6.9,0.9,7.7,10.6,,2.7,-10.7,75.0,54.0,7.9,3,long,Long in mixed structure,PL_2026-02-25_000,Other — 对不上三类,low
,ERO,2026-02-24,2026-03-03,5,-0.67,0.34,1.43,-198.0,34.47,31.0,10.07,1.6,5.9,14.1,,7.7,-13.4,76.0,58.0,6.5,3,long,Long in mixed structure,ERO_2026-02-24_000,Other — 对不上三类,low
,CCJ,2026-02-23,2026-03-03,6,-0.67,1.07,1.24,-63.0,119.87,114.0,4.9,0.9,-0.0,10.5,,10.5,-11.4,75.0,53.0,5.5,3,long,Long in mixed structure,CCJ_2026-02-23_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,MOD,2026-02-23,2026-02-26,3,-0.67,0.53,1.06,-126.0,235.2,219.0,6.89,1.29,17.3,45.0,,23.7,0.1,90.0,78.0,5.6,3,long,Extended long — RSI overbought,MOD_2026-02-23_000,Breakout,high
,VRT,2026-02-23,2026-03-03,6,-0.57,1.76,1.47,-32.0,248.31,239.0,3.75,0.6,17.7,33.7,,13.6,-2.8,93.0,72.0,6.4,1,long,Extended long — RSI overbought,VRT_2026-02-23_000,Breakout（临界，base 顶下 2-4%）,low
,ERO,2026-02-22,2026-03-03,7,-0.67,2.72,1.0,-25.0,31.15,29.5,5.3,0.75,-4.5,4.1,,9.1,-21.7,63.0,47.0,7.3,3,long,Long in mixed structure,ERO_2026-02-22_000,Other — 对不上三类,low
,GLW,2026-02-22,2026-03-03,7,-0.26,1.37,0.58,-19.0,146.8,136.0,7.36,1.45,24.5,45.7,,17.0,5.0,99.0,75.0,5.4,1,long,Extended long — RSI overbought,GLW_2026-02-22_000,Breakout,high
,SNDK,2026-02-22,2026-02-26,4,-0.67,2.46,4.58,-27.0,662.0,650.0,1.81,0.2,13.8,59.7,,40.3,-8.7,89.0,66.0,9.4,3,long,Long in mixed structure,SNDK_2026-02-22_000,Other — 对不上三类,low
,SNDK,2026-02-22,2026-02-24,2,-0.67,0.89,2.69,-75.0,672.0,650.0,3.27,0.36,15.5,62.1,,40.3,-7.3,89.0,66.0,9.4,3,long,Long in mixed structure,SNDK_2026-02-22_001,Other — 对不上三类,low
,AAOI,2026-02-18,2026-02-26,6,2.13,4.35,0.54,49.0,44.41,41.0,7.68,0.59,5.0,18.1,,12.5,-12.6,77.0,54.0,13.2,3,long,Long in mixed structure,AAOI_2026-02-18_000,Other — 对不上三类,low
,PL,2026-02-17,2026-03-16,19,0.02,2.21,1.42,1.0,23.87,22.2,7.0,0.79,-1.8,10.3,,12.4,-19.7,65.0,47.0,9.5,1,long,Long in mixed structure,PL_2026-02-17_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,ARKK,2026-02-16,2026-02-25,7,-0.67,0.99,6.27,-68.0,69.23,70.0,-1.11,-0.26,-7.9,-11.8,,-4.2,-16.2,16.0,39.0,4.2,3,short,Short in mixed structure,ARKK_2026-02-16_000,Short — 三类之外,low
,ARKK,2026-02-12,2026-02-13,1,-0.67,1.49,1.77,-45.0,69.33,70.5,-1.69,-0.41,-8.5,-11.9,,-3.7,-17.2,9.0,33.0,4.1,3,short,Short in mixed structure,ARKK_2026-02-12_000,Short — 三类之外,low
,ARKK,2026-02-10,2026-02-13,3,-0.02,0.7,1.03,-3.0,69.93,73.27,-4.78,-1.29,-9.3,-11.5,,-2.4,-16.5,24.0,40.0,3.6,1,short,Short in mixed structure,ARKK_2026-02-10_000,Short — 三类之外,low
,BE,2026-02-10,2026-02-11,1,-0.56,1.26,0.65,-44.0,144.95,133.0,8.24,0.72,-2.6,20.5,,23.7,-17.9,79.0,54.0,11.2,1,long,Long in mixed structure,BE_2026-02-10_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,GFS,2026-02-10,2026-02-26,12,-0.21,0.75,1.36,-28.0,47.6,43.19,9.26,2.01,10.9,19.8,,8.1,-1.8,61.0,51.0,5.3,1,long,Long in mixed structure,GFS_2026-02-10_000,Breakout,high
,Q,2026-02-10,2026-02-12,2,-0.47,1.06,1.43,-45.0,113.16,109.0,3.68,0.72,15.7,27.1,,9.9,0.8,93.0,66.0,5.3,1,long,Long in mixed structure,Q_2026-02-10_000,Breakout,high
,AA,2026-02-09,2026-02-12,3,-0.63,0.38,0.9,-164.0,62.75,58.0,7.57,1.27,3.0,15.3,,11.9,-6.0,88.0,57.0,6.0,1,long,Long in mixed structure,AA_2026-02-09_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,FTAI,2026-02-09,2026-02-11,2,-0.62,0.95,1.11,-65.0,267.82,256.0,4.41,0.78,-1.8,21.4,,23.6,-13.3,80.0,61.0,5.5,1,long,Long in mixed structure,FTAI_2026-02-09_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,METU,2026-02-08,2026-02-11,3,0.0,0.15,1.35,,32.66,31.0,5.08,0.68,5.0,4.6,,-0.3,-16.6,24.0,47.0,7.9,1,long,Long in mixed structure,METU_2026-02-08_000,Other — 对不上三类,low
,TER,2026-02-08,2026-02-11,3,-0.11,0.53,0.84,-21.0,313.98,293.0,6.68,1.27,29.4,45.6,,12.6,4.3,99.0,76.0,5.5,1,long,Extended long — RSI overbought,TER_2026-02-08_000,Breakout,high
,IGV,2026-02-04,2026-02-05,1,-0.67,4.23,3.64,-16.0,81.8,81.1,0.86,0.26,-15.8,-20.3,,-5.3,-23.8,6.0,18.0,3.2,3,long,Long in mixed structure,IGV_2026-02-04_000,Other — 对不上三类,low
